name,institution,homepage,scholarid,region,countryabbrv,Gender
Manohar Kaul,IIT Hyderabad,http://www.iith.ac.in/~mkaul,jNroyK4AAAAJ,asia,in,unknown
Manu Kaul,IIT Hyderabad,http://www.iith.ac.in/~mkaul,jNroyK4AAAAJ,asia,in,male
Maria Francis,IIT Hyderabad,https://sites.google.com/view/maria-francis/home,r5EduDsAAAAJ,asia,in,female
Maunendra Sankar Desarkar,IIT Hyderabad,http://www.iith.ac.in/~maunendra,W8LJ-tEAAAAJ,asia,in,unknown
N. R. Aravind,IIT Hyderabad,http://www.iith.ac.in/~aravind,5547vIcAAAAJ,asia,in,unknown
P. K. Srijith,IIT Hyderabad,https://cse.iith.ac.in/?q=People/Faculty,C1YpEWsAAAAJ,asia,in,unknown
Praveen Tammana,IIT Hyderabad,https://www.iith.ac.in/cse/praveent,ZCukcP4AAAAJ,asia,in,mostly_male
Rakesh Venkat,IIT Hyderabad,https://www.iith.ac.in/~rakeshvenkat,Igl7BusAAAAJ,asia,in,male
Ramakrishna Upadrasta,IIT Hyderabad,http://www.iith.ac.in/~ramakrishna,3qZCtWYAAAAJ,asia,in,unknown
Rogers Mathew,IIT Hyderabad,https://iith.ac.in/~rogers,-euQnQYAAAAJ,asia,in,unknown
Sathya Peri,IIT Hyderabad,http://www.iith.ac.in/~sathya_p,fUUk1jkAAAAJ,asia,in,unknown
Saurabh Joshi 0001,IIT Hyderabad,http://www.iith.ac.in/~sbjoshi,MvHEGbYAAAAJ,asia,in,unknown
Sobhan Babu Chintapalli,IIT Hyderabad,https://www.iith.ac.in/~sobhan,NOSCHOLARPAGE,asia,in,unknown
Subrahmanyam Kalyanasundaram,IIT Hyderabad,https://www.iith.ac.in/~subruk,NOSCHOLARPAGE,asia,in,unknown
Tamma Bheemarjuna Reddy,IIT Hyderabad,http://www.iith.ac.in/~tbr,FYHCD2kAAAAJ,asia,in,unknown
U. Ramakrishna,IIT Hyderabad,http://www.iith.ac.in/~ramakrishna,3qZCtWYAAAAJ,asia,in,unknown
Vineeth Balasubramanian,IIT Hyderabad,http://www.iith.ac.in/~vineethnb,7soDcboAAAAJ,asia,in,unknown
Vineeth N. Balasubramanian,IIT Hyderabad,http://www.iith.ac.in/~vineethnb,7soDcboAAAAJ,asia,in,unknown
Vineeth Nallure Balasubramanian,IIT Hyderabad,http://www.iith.ac.in/~vineethnb,7soDcboAAAAJ,asia,in,unknown
A. B. M. Alim Al Islam,BUET,https://sites.google.com/site/abmalimalislam,K-AIPzQAAAAJ,asia,bd,unknown
A. S. M. Hoque,BUET,https://cse.buet.ac.bd/faculty_list/detail/asmlatifulhoque,3-Sb7tMAAAAJ,asia,bd,unknown
A. S. M. Latiful Hoque,BUET,https://cse.buet.ac.bd/faculty_list/detail/asmlatifulhoque,3-Sb7tMAAAAJ,asia,bd,unknown
Abu Sayed Md. Latiful Hoque,BUET,https://cse.buet.ac.bd/faculty_list/detail/asmlatifulhoque,3-Sb7tMAAAAJ,asia,bd,male
Abul Kashem,BUET,https://cse.buet.ac.bd/faculty_list/detail/kashem,NOSCHOLARPAGE,asia,bd,unknown
Alim Al Islam,BUET,https://sites.google.com/site/abmalimalislam,K-AIPzQAAAAJ,asia,bd,male
Anindya Iqbal,BUET,https://cse.buet.ac.bd/faculty_list/detail/anindyaiqbal,jAuiNFgAAAAJ,asia,bd,unknown
Ashikur Rahman,BUET,http://ashikur.buet.ac.bd,obaBwx4AAAAJ,asia,bd,unknown
Atif Rahman,BUET,https://cse.buet.ac.bd/faculty_list/detail/atif,Haius0wAAAAJ,asia,bd,male
M. Kaykobad,BUET,http://kaykobad.buet.ac.bd,3rYfNBIAAAAJ,asia,bd,unknown
M. Sohel Rahman,BUET,http://msrahman.buet.ac.bd,IUwFD9gAAAAJ,asia,bd,unknown
Mahmuda Naznin,BUET,https://sites.google.com/site/mahmudanaznin,dJx58AQAAAAJ,asia,bd,unknown
Md. Monirul Islam,BUET,https://cse.buet.ac.bd/faculty_list/detail/mdmonirulislam,YSLk8BEAAAAJ,asia,bd,unknown
Md. Mostofa Akbar,BUET,https://cse.buet.ac.bd/faculty_list/detail/mostofa,MGijYYAAAAAJ,asia,bd,unknown
Md. Saidur Rahman 0001,BUET,http://saidurrahman.buet.ac.bd,oeNksGwAAAAJ,asia,bd,unknown
Md. Shamsuzzoha Bayzid,BUET,https://shamsbayzid.github.io,h2vHz3wAAAAJ,asia,bd,unknown
Md. Shohrab Hossain,BUET,http://mshohrabhossain.buet.ac.bd,y89HApwAAAAJ,asia,bd,unknown
Mohammad Kaykobad,BUET,http://kaykobad.buet.ac.bd,3rYfNBIAAAAJ,asia,bd,male
Mohammad Saifur Rahman,BUET,https://cse.buet.ac.bd/faculty_list/detail/mrahman,9d52x-cAAAAJ,asia,bd,male
Mohammad Sohel Rahman,BUET,http://msrahman.buet.ac.bd,IUwFD9gAAAAJ,asia,bd,male
Mohammed Eunus Ali,BUET,https://sites.google.com/site/mohammedeunusali,wf8iK0sAAAAJ,asia,bd,male
Muhammad Abdullah Adnan,BUET,https://sites.google.com/site/abdullahadnan,T5QF918AAAAJ,asia,bd,male
Muhammad Masroor Ali,BUET,https://cse.buet.ac.bd/faculty_list/detail/mmasroorali,N8d3dk4AAAAJ,asia,bd,male
Rifat Shahriyar,BUET,http://rifatshahriyar.github.io,p-w4hOUAAAAJ,asia,bd,male
Sadia Sharmin,BUET,https://cse.buet.ac.bd/faculty_list/detail/sadia,NOSCHOLARPAGE,asia,bd,female
Tanzima Hashem,BUET,https://sites.google.com/site/tanzimahashem,0wGw0ocAAAAJ,asia,bd,unknown
A. B. Siddique 0001,University of Kentucky,http://cs.uky.edu/~siddique,pVnchfsAAAAJ,america,us,unknown
Abdullah-Al-Zubaer Imran,University of Kentucky,https://aaz-imran.github.io,HI7UKCIAAAAJ,america,us,unknown
Andrew Klapper,University of Kentucky,https://www.cs.uky.edu/people/faculty/aklapper,nn3Fx0cAAAAJ,america,us,male
Brent E. Harrison,University of Kentucky,https://www.engr.uky.edu/directory/harrison-brent,JUAIpDcAAAAJ,america,us,male
Brent Edward Harrison,University of Kentucky,https://www.engr.uky.edu/directory/harrison-brent,JUAIpDcAAAAJ,america,us,male
Brent Harrison,University of Kentucky,https://www.engr.uky.edu/directory/harrison-brent,JUAIpDcAAAAJ,america,us,male
Brent Seales,University of Kentucky,https://www.cs.uky.edu/people/faculty/bseales,jk09W8sAAAAJ,america,us,male
Cody Bumgardner,University of Kentucky,https://www.engr.uky.edu/directory/bumgardner-cody,-CkpZKIAAAAJ,america,us,mostly_male
Corey Baker,University of Kentucky,https://www.cs.uky.edu/~baker,PqWkFEYAAAAJ,america,us,mostly_male
Corey E. Baker,University of Kentucky,https://www.cs.uky.edu/~baker,PqWkFEYAAAAJ,america,us,mostly_male
D. Manivannan 0001,University of Kentucky,https://www.cs.uky.edu/~manivann,NOSCHOLARPAGE,america,us,unknown
Dakshnamoorthy Manivannan,University of Kentucky,https://www.cs.uky.edu/~manivann,NOSCHOLARPAGE,america,us,unknown
Fuhua (Frank) Cheng,University of Kentucky,http://www.cs.uky.edu/~cheng,NOSCHOLARPAGE,america,us,unknown
Fuhua Cheng,University of Kentucky,http://www.cs.uky.edu/~cheng,NOSCHOLARPAGE,america,us,unknown
Greg W. Wasilkowski,University of Kentucky,https://www.cs.uky.edu/~greg,NOSCHOLARPAGE,america,us,male
Grzegorz W. Wasilkowski,University of Kentucky,https://www.cs.uky.edu/~greg,NOSCHOLARPAGE,america,us,male
Hana Khamfroush,University of Kentucky,https://www.engr.uky.edu/directory/khamfroush-hana,qNAcUB8AAAAJ,america,us,female
James Griffioen,University of Kentucky,http://protocols.netlab.uky.edu/~griff,NOSCHOLARPAGE,america,us,male
Jane Hayes,University of Kentucky,http://selab.netlab.uky.edu/homepage,vDBB56cAAAAJ,america,us,female
Jane Huffman Hayes,University of Kentucky,http://selab.netlab.uky.edu/homepage,vDBB56cAAAAJ,america,us,female
Jerzy W. Jaromczyk,University of Kentucky,http://www.cs.uky.edu/~jurek,NOSCHOLARPAGE,america,us,male
Jim Griffioen,University of Kentucky,http://protocols.netlab.uky.edu/~griff,NOSCHOLARPAGE,america,us,male
Jin Chen 0004,University of Kentucky,https://www.engr.uky.edu/directory/chen-jin,DoBBtIkAAAAJ,america,us,female
Judy Goldsmith,University of Kentucky,http://www.cs.uky.edu/~goldsmit,3bhoIywAAAAJ,america,us,female
Jun Zhang 0001,University of Kentucky,https://www.cs.uky.edu/~jzhang,NOSCHOLARPAGE,america,us,mostly_male
Kenneth L. Calvert,University of Kentucky,https://www.cs.uky.edu/~calvert,-6v-CdkAAAAJ,america,us,male
Mirek Truszczynski,University of Kentucky,http://www.cs.uky.edu/~mirek,3N0nXb4AAAAJ,america,us,unknown
Miroslaw Truszczynski,University of Kentucky,http://www.cs.uky.edu/~mirek,3N0nXb4AAAAJ,america,us,unknown
Nathan B. Jacobs,University of Kentucky,https://jacobsn.github.io,ZBgGyh8AAAAJ,america,us,male
Neil Moore,University of Kentucky,https://www.engr.uky.edu/directory/moore-neil,NOSCHOLARPAGE,america,us,male
Qiang Cheng,University of Kentucky,https://www.engr.uky.edu/directory/cheng-qiang-shawn,tpRmu_MAAAAJ,america,us,andy
Ramakanth Kavuluru,University of Kentucky,http://www.cs.uky.edu/people/faculty/rkavuluru,azW9YzYAAAAJ,america,us,unknown
Raphael A. Finkel,University of Kentucky,https://www.cs.uky.edu/~raphael,VqXOKkgAAAAJ,america,us,male
Simone Silvestri,University of Kentucky,http://www.cs.uky.edu/~silvestri,r4hdOZMAAAAJ,america,us,female
Stephen G. Ware,University of Kentucky,http://stephengware.com,mkFBt8oAAAAJ,america,us,male
V. Wiktor Marek,University of Kentucky,https://www.cs.uky.edu/~marek,NOSCHOLARPAGE,america,us,unknown
Victor W. Marek,University of Kentucky,https://www.cs.uky.edu/~marek,NOSCHOLARPAGE,america,us,male
W. Brent Seales,University of Kentucky,https://www.cs.uky.edu/people/faculty/bseales,jk09W8sAAAAJ,america,us,unknown
William Brent Seales,University of Kentucky,https://www.cs.uky.edu/people/faculty/bseales,jk09W8sAAAAJ,america,us,male
Williams B. Seales,University of Kentucky,https://www.cs.uky.edu/people/faculty/bseales,NOSCHOLARPAGE,america,us,unknown
Xin Liang 0001,University of Kentucky,https://lxaltria.github.io,QRj1QroAAAAJ,america,us,andy
Zongming Fei,University of Kentucky,https://www.cs.uky.edu/~fei,YMjxFrQAAAAJ,america,us,unknown
A. B. van der Merwe,Stellenbosch University,http://www.cs.sun.ac.za/~abvdm,TKlHqnMAAAAJ,africa,za,unknown
Bernd Fischer 0002,Stellenbosch University,http://www.cs.sun.ac.za/~bfischer,m51BXiwAAAAJ,africa,za,male
Brink van der Merwe,Stellenbosch University,http://www.cs.sun.ac.za/~abvdm,TKlHqnMAAAAJ,africa,za,unknown
Jaco Geldenhuys,Stellenbosch University,http://www.cs.sun.ac.za/~jaco,Y5dRFosAAAAJ,africa,za,male
Lynette van Zijl,Stellenbosch University,http://www.cs.sun.ac.za/~lvzijl,VYsbpdwAAAAJ,africa,za,female
Steve Kroon,Stellenbosch University,http://www.cs.sun.ac.za/~kroon,-M2yWHQAAAAJ,africa,za,male
Trienko L. Grobler,Stellenbosch University,http://www.cs.sun.ac.za/people/academic,R-voJbEAAAAJ,africa,za,unknown
Trienko Lups Grobler,Stellenbosch University,http://www.cs.sun.ac.za/people/academic,R-voJbEAAAAJ,africa,za,unknown
Willem Visser,Stellenbosch University,http://www.cs.sun.ac.za/~wvisser,5yAC8o8AAAAJ,africa,za,male
A. Bhaskar,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/abaskar/profile,WNrQSakAAAAJ,asia,in,unknown
Abhishek Kr Singh,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/abhishekks/profile,ps296UkAAAAJ,asia,in,unknown
Aditya Challa,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/adityac/profile,_XkD5AkAAAAJ,asia,in,male
Anup Basil Mathew,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/anupm/profile,UK3b_tIAAAAJ,asia,in,unknown
Arnab K. Paul,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/arnabp/profile,az8MAG0AAAAJ,asia,in,unknown
Arnab Kumar Paul,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/arnabp/profile,az8MAG0AAAAJ,asia,in,unknown
Ashwin Srinivasan 0001,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/ashwin/profile,zpNTeogAAAAJ,asia,in,unknown
Basabdatta Sen Bhattacharya,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/basabdattab/profile,M2PFto0AAAAJ,asia,in,unknown
Bharat Deshpande,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/bmd/profile,dEH3K6UAAAAJ,asia,in,andy
Biju K. Raveendran,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/biju/profile,wpRpGpwAAAAJ,asia,in,unknown
Hemant Rathore,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/hemantr/profile,NOSCHOLARPAGE,asia,in,male
Kanchan Manna,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/kanchanm/profile,52Dr_LAAAAAJ,asia,in,female
Kunal Korgaonkar,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/kunalk/profile,HZq-WzsAAAAJ,asia,in,unknown
Neena Goveas,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/neena/profile,if0NqpMAAAAJ,asia,in,female
Pritam Bhattacharya,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/pritamb/profile,1v9Zj2oAAAA,asia,in,male
Raj K. Jaiswal,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/rajj/profile,Emw7qDcAAAAJ,asia,in,mostly_male
Ramprasad Joshi,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/rsj/profile,2Sv-n_sAAAAJ,asia,in,unknown
Ramprasad S. Joshi,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/rsj/profile,2Sv-n_sAAAAJ,asia,in,unknown
Rizwan Parveen,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/rizwanp/profile,NOSCHOLARPAGE,asia,in,male
Sanjay K. Sahay,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/ssahay/profile,i6lSvKEAAAAJ,asia,in,male
Sanjay Kumar Sahay,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/ssahay/profile,i6lSvKEAAAAJ,asia,in,male
Shubhangi K. Gawali,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/shubhangi/profile,2hDkzdgAAAAJ,asia,in,unknown
Snehanshu Saha,BITS Pilani-Goa,https://www.bits-pilani.ac.in/goa/snehanshus/profile,C-Qm2LcAAAAJ,asia,in,unknown
Sougata Sen,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/sougatas/profile,IEy_zGEAAAAJ,asia,in,unknown
Soumyadip Bandyopadhyay,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/soumyadipb/profile,P_crwNgAAAAJ,asia,in,unknown
Soumyadip Banerjee 0001,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/soumyadipb/profile,P_crwNgAAAAJ,asia,in,unknown
Sravan Danda,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/dandas/profile,5kSGWFoAAAAJ,asia,in,unknown
Sujith Thomas,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/sujitht/profile,rGAO0sUAAAAJ,asia,in,unknown
Surjya Ghosh,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/surjyag/profile,jwQqy80AAAAJ,asia,in,unknown
Swaroop Joshi,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/swaroopj/profile,iibndPYAAAAJ,asia,in,female
Swati Agarwal 0001,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/swatia/profile,-zk-xD0AAAAJ,asia,in,female
Tanmay T. Verlekar,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/tanmayv/profile,CFkxQ6cAAAAJ,asia,in,unknown
Tanmay Tulsidas Verlekar,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/tanmayv/profile,CFkxQ6cAAAAJ,asia,in,unknown
Tirtharaj Dash,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/tirtharaj/Profile,ktISUUIAAAAJ,asia,in,unknown
Vinayak Naik,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/vinayak/profile,HF7IPeQAAAAJ,asia,in,unknown
Vinayak S. Naik,BITS Pilani-Goa,http://www.bits-pilani.ac.in/goa/vinayak/profile,HF7IPeQAAAAJ,asia,in,unknown
A. C. Cem Say,Boğaziçi University,https://www.cmpe.boun.edu.tr/~say,rOum2XsAAAAJ,europe,tr,unknown
A. Taylan Cemgil,Boğaziçi University,https://www.cmpe.boun.edu.tr/~cemgil,X3ZFZ7AAAAAJ,europe,tr,unknown
A. Yurdakul,Boğaziçi University,https://www.cmpe.boun.edu.tr/~yurdakul,6UUbTP4AAAAJ,europe,tr,unknown
Ahmet Celal Cem Say,Boğaziçi University,https://www.cmpe.boun.edu.tr/~say,rOum2XsAAAAJ,europe,tr,male
Ali Taylan Cemgil,Boğaziçi University,https://www.cmpe.boun.edu.tr/~cemgil,X3ZFZ7AAAAAJ,europe,tr,male
Alper Sen 0001,Boğaziçi University,https://www.cmpe.boun.edu.tr/~sen,yfdctbkAAAAJ,europe,tr,male
Arda Yurdakul,Boğaziçi University,https://www.cmpe.boun.edu.tr/~yurdakul,6UUbTP4AAAAJ,europe,tr,female
Arzucan Ozgur,Boğaziçi University,https://www.cmpe.boun.edu.tr/~ozgur,8Kn4-EsAAAAJ,europe,tr,unknown
Arzucan Özgür,Boğaziçi University,https://www.cmpe.boun.edu.tr/~ozgur,8Kn4-EsAAAAJ,europe,tr,unknown
Can C. Özturan,Boğaziçi University,https://www.cmpe.boun.edu.tr/~ozturan,--uJKY0AAAAJ,europe,tr,andy
Can Özturan,Boğaziçi University,https://www.cmpe.boun.edu.tr/~ozturan,--uJKY0AAAAJ,europe,tr,andy
Cem Ersoy,Boğaziçi University,https://www.cmpe.boun.edu.tr/~ersoy/CemErsoySite/Home.html,I8ojCJYAAAAJ,europe,tr,male
Emre Ugur,Boğaziçi University,https://www.cmpe.boun.edu.tr/~emre,B1Dy3WMAAAAJ,europe,tr,male
Fatih Alagöz,Boğaziçi University,https://www.cmpe.boun.edu.tr/~alagoz,5Nku4S8AAAAJ,europe,tr,male
Fikret Gürgen,Boğaziçi University,https://www.cmpe.boun.edu.tr/~gurgen,B8EWl8gAAAAJ,europe,tr,male
Fikret S. Gürgen,Boğaziçi University,https://www.cmpe.boun.edu.tr/~gurgen,B8EWl8gAAAAJ,europe,tr,male
H. Levent Akin,Boğaziçi University,https://www.cmpe.boun.edu.tr/~akin,61aKNawAAAAJ,europe,tr,unknown
Haluk Bingol,Boğaziçi University,https://www.cmpe.boun.edu.tr/~bingol,NZhnwp4AAAAJ,europe,tr,male
Haluk Bingöl,Boğaziçi University,https://www.cmpe.boun.edu.tr/~bingol,NZhnwp4AAAAJ,europe,tr,male
Haluk O. Bingol,Boğaziçi University,https://www.cmpe.boun.edu.tr/~bingol,NZhnwp4AAAAJ,europe,tr,male
Huseyin Levent Akin,Boğaziçi University,https://www.cmpe.boun.edu.tr/~akin,61aKNawAAAAJ,europe,tr,unknown
Lale Akarun,Boğaziçi University,https://www.cmpe.boun.edu.tr/~akarun/doku.php,MybhMyUAAAAJ,europe,tr,female
Sadik Fikret Gürgen,Boğaziçi University,https://www.cmpe.boun.edu.tr/~gurgen,B8EWl8gAAAAJ,europe,tr,male
Susan M. Üsküdarli,Boğaziçi University,http://www.cmpe.boun.edu.tr/~uskudarli,NOSCHOLARPAGE,europe,tr,female
Suzan Uskudarli,Boğaziçi University,http://www.cmpe.boun.edu.tr/~uskudarli,NOSCHOLARPAGE,europe,tr,female
Suzan Üsküdarli,Boğaziçi University,http://www.cmpe.boun.edu.tr/~uskudarli,NOSCHOLARPAGE,europe,tr,female
Taflan I. Gündem,Boğaziçi University,https://www.cmpe.boun.edu.tr/~gundem,NOSCHOLARPAGE,europe,tr,unknown
Taylan Cemgil,Boğaziçi University,https://www.cmpe.boun.edu.tr/~cemgil,X3ZFZ7AAAAAJ,europe,tr,male
Tuna Tugcu,Boğaziçi University,http://www.cmpe.boun.edu.tr/~tugcu,aN_VUtQAAAAJ,europe,tr,mostly_male
Tunga Gungor,Boğaziçi University,https://www.cmpe.boun.edu.tr/~gungort,oymuGoYAAAAJ,europe,tr,unknown
Tunga Güngör,Boğaziçi University,https://www.cmpe.boun.edu.tr/~gungort,oymuGoYAAAAJ,europe,tr,unknown
A. C. W. Finkelstein,City University of London,https://finkelstein.uk,n8xuCVkAAAAJ,europe,uk,unknown
Alena Denisova,City University of London,https://www.city.ac.uk/people/academics/alena-denisova,32v5DP4AAAAJ,europe,uk,female
Alex S. Taylor,City University of London,https://www.city.ac.uk/people/academics/alex-taylor,ecxxlucAAAAJ,europe,uk,male
Alex Ter-Sarkisov,City University of London,https://www.city.ac.uk/people/academics/alex-aram-ter-sarkisov,E_buu40AAAAJ,europe,uk,male
Andrew MacFarlane 0001,City University of London,https://www.city.ac.uk/people/academics/andrew-macfarlane,73tN2vEAAAAJ,europe,uk,male
Andrey Povyakalo,City University of London,https://www.city.ac.uk/people/academics/andrey-povyakalo,NOSCHOLARPAGE,europe,uk,male
Andy MacFarlane,City University of London,https://www.city.ac.uk/people/academics/andrew-macfarlane,73tN2vEAAAAJ,europe,uk,male
Anthony Finkelstein,City University of London,https://finkelstein.uk,n8xuCVkAAAAJ,europe,uk,male
Aram Ter-Sarkisov,City University of London,https://www.city.ac.uk/people/academics/alex-aram-ter-sarkisov,E_buu40AAAAJ,europe,uk,male
Artur S. d'Avila Garcez,City University of London,https://www.city.ac.uk/people/academics/artur-davila-garcez,BCpY0gsAAAAJ,europe,uk,male
Artur d'Avila Garcez,City University of London,https://www.city.ac.uk/people/academics/artur-davila-garcez,BCpY0gsAAAAJ,europe,uk,male
Cagatay Turkay,City University of London,https://www.city.ac.uk/people/academics/cagatay-turkay#profile=overview,ho0I_1kAAAAJ,europe,uk,unknown
Chris Child,City University of London,https://www.city.ac.uk/people/academics/christopher-child,zFODlAYAAAAJ,europe,uk,mostly_male
Christopher Child,City University of London,https://www.city.ac.uk/people/academics/christopher-child,zFODlAYAAAAJ,europe,uk,male
Christopher H. T. Child,City University of London,https://www.city.ac.uk/people/academics/christopher-child,zFODlAYAAAAJ,europe,uk,male
Christos Kloukinas,City University of London,https://www.city.ac.uk/people/academics/christos-kloukinas,f2n56jsAAAAJ,europe,uk,male
Cristina Gacek,City University of London,https://www.city.ac.uk/people/academics/cristina-gacek,j4QfXDgAAAAJ,europe,uk,female
Eduardo Alonso,City University of London,https://www.city.ac.uk/people/academics/eduardo-alonso#profile=publications,b48-mXoAAAAJ,europe,uk,male
Ernesto Jiménez-Ruiz,City University of London,https://www.city.ac.uk/people/academics/ernesto-jimenez-ruiz,07ioke0AAAAJ,europe,uk,male
Ernesto Priego,City University of London,https://www.city.ac.uk/people/academics/ernesto-priego,GrftN9AAAAAJ,europe,uk,male
Esther Mondragón,City University of London,https://www.city.ac.uk/people/academics/esther-mondragon,y6yXLDcAAAAJ,europe,uk,female
Gennady L. Andrienko,City University of London,https://www.city.ac.uk/people/academics/gennady-andrienko,R370BREAAAAJ,europe,uk,male
George Spanoudakis,City University of London,https://www.city.ac.uk/people/academics/george-spanoudakis,XQSvrAwAAAAJ,europe,uk,male
Giacomo Tarroni,City University of London,https://www.city.ac.uk/people/academics/giacomo-tarroni,6nlDNyoAAAAJ,europe,uk,male
Ilir Gashi,City University of London,https://www.city.ac.uk/people/academics/ilir-gashi,o4VyaRkAAAAJ,europe,uk,male
Jacob M. Howe,City University of London,https://www.city.ac.uk/people/academics/jacob-howe,Nd7-X2IAAAAJ,europe,uk,male
Jason Dykes,City University of London,https://www.city.ac.uk/people/academics/jason-dykes,oLOjCQoAAAAJ,europe,uk,male
Jo Wood,City University of London,https://www.city.ac.uk/people/academics/jo-wood#profile=overview,IySbkVoAAAAJ,europe,uk,andy
Kizito Oluwaseun Salako,City University of London,https://www.city.ac.uk/people/academics/kizito-salako,NOSCHOLARPAGE,europe,uk,unknown
Kizito Salako,City University of London,https://www.city.ac.uk/people/academics/kizito-salako,NOSCHOLARPAGE,europe,uk,unknown
Lorenzo Strigini,City University of London,https://www.city.ac.uk/people/academics/lorenzo-strigini,NOSCHOLARPAGE,europe,uk,male
Martin Brain,City University of London,https://www.city.ac.uk/people/academics/martin-nyx-brain,5i5vhFQAAAAJ,europe,uk,male
Natalia V. Andrienko,City University of London,https://www.city.ac.uk/people/academics/natalia-andrienko,t8LK29QAAAAJ,europe,uk,female
Nikos Komninos,City University of London,https://www.city.ac.uk/people/academics/nikos-komninos,rVGN5hUAAAAJ,europe,uk,male
Peter Bishop 0001,City University of London,https://www.city.ac.uk/people/academics/peter-bishop,Da9XPL8AAAAJ,europe,uk,male
Peter G. Bishop,City University of London,https://www.city.ac.uk/people/academics/peter-bishop,Da9XPL8AAAAJ,europe,uk,male
Peter P. Popov,City University of London,https://www.city.ac.uk/people/academics/alex-taylor,ZraM0uwAAAAJ,europe,uk,male
Radu Jianu,City University of London,https://www.city.ac.uk/people/academics/radu-jianu,z1YqlisAAAAJ,europe,uk,male
Robin Bloomfield,City University of London,https://www.city.ac.uk/people/academics/robin-bloomfield,lV0tme4AAAAJ,europe,uk,mostly_male
Robin E. Bloomfield,City University of London,https://www.city.ac.uk/people/academics/robin-bloomfield,lV0tme4AAAAJ,europe,uk,mostly_male
Ross Paterson,City University of London,https://www.city.ac.uk/people/academics/ross-paterson,p-9vNkIAAAAJ,europe,uk,male
Sara Heitlinger,City University of London,https://www.city.ac.uk/people/academics/sara-heitlinger,Ro_KHwgAAAAJ,europe,uk,female
